,grid1,grid2,category,action
2074,23,53,different_grid,none
2075,22,8,different_grid,none
2076,14,4,different_grid,none
2077,55,5,different_grid,none
2078,13,45,different_grid,none
2079,32,58,different_grid,none
2080,16,50,different_grid,none
2081,35,63,different_grid,none
2082,48,2,different_grid,none
2083,6,5,different_grid,none
2084,9,47,different_grid,none
2085,50,48,different_grid,none
2086,61,57,different_grid,none
2087,8,51,different_grid,none
2088,19,60,different_grid,none
2089,11,56,different_grid,none
2090,44,4,different_grid,none
2091,51,12,different_grid,none
2092,2,7,different_grid,none
2093,62,58,different_grid,none
2094,20,61,different_grid,none
2095,12,57,different_grid,none
2096,4,53,different_grid,none
2097,36,5,different_grid,none
2098,55,18,different_grid,none
2099,28,1,different_grid,none
2100,47,14,different_grid,none
2101,5,17,different_grid,none
2102,46,55,different_grid,none
2103,38,51,different_grid,none
2104,49,60,different_grid,none
2105,29,2,different_grid,none
2106,7,63,different_grid,none
2107,40,11,different_grid,none
2108,6,18,different_grid,none
2109,50,61,different_grid,none
2110,42,57,different_grid,none
2111,0,60,different_grid,none
2112,32,12,different_grid,none
2113,51,25,different_grid,none
2114,24,8,different_grid,none
2115,43,21,different_grid,none
2116,35,17,different_grid,none
2117,1,24,different_grid,none
2118,34,58,different_grid,none
2119,59,2,different_grid,none
2120,37,63,different_grid,none
2121,17,5,different_grid,none
2122,36,18,different_grid,none
2123,9,1,different_grid,none
2124,28,14,different_grid,none
2125,47,27,different_grid,none
2126,5,30,different_grid,none
2127,62,12,different_grid,none
2128,20,15,different_grid,none
2129,39,28,different_grid,none
2130,31,24,different_grid,none
2131,23,20,different_grid,none
2132,13,12,different_grid,none
2133,32,25,different_grid,none
2134,24,21,different_grid,none
2135,43,34,different_grid,none
2136,16,17,different_grid,none
2137,35,30,different_grid,none
2138,1,37,different_grid,none
2139,58,19,different_grid,none
2140,9,14,different_grid,none
2141,50,15,different_grid,none
2142,61,24,different_grid,none
2143,27,31,different_grid,none
2144,19,27,different_grid,none
2145,30,36,different_grid,none
2146,62,25,different_grid,none
2147,20,28,different_grid,none
2148,39,41,different_grid,none
2149,12,24,different_grid,none
2150,31,37,different_grid,none
2151,4,20,different_grid,none
2152,23,33,different_grid,none
2153,46,22,different_grid,none
2154,16,30,different_grid,none
2155,57,31,different_grid,none
2156,49,27,different_grid,none
2157,15,34,different_grid,none
2158,26,43,different_grid,none
2159,18,39,different_grid,none
2160,58,32,different_grid,none
2161,50,28,different_grid,none
2162,42,24,different_grid,none
2163,61,37,different_grid,none
2164,8,31,different_grid,none
2165,27,44,different_grid,none
2166,0,27,different_grid,none
2167,19,40,different_grid,none
2168,30,49,different_grid,none
2169,12,37,different_grid,none
2170,53,38,different_grid,none
2171,4,33,different_grid,none
2172,45,34,different_grid,none
2173,56,43,different_grid,none
2174,22,50,different_grid,none
2175,14,46,different_grid,none
2176,46,35,different_grid,none
2177,38,31,different_grid,none
2178,57,44,different_grid,none
2179,49,40,different_grid,none
2180,15,47,different_grid,none
2181,7,43,different_grid,none
2182,26,56,different_grid,none
2183,8,44,different_grid,none
2184,0,40,different_grid,none
2185,11,49,different_grid,none
2186,44,46,different_grid,none
2187,10,53,different_grid,none
2188,43,1,different_grid,none
2189,34,38,different_grid,none
2190,53,51,different_grid,none
2191,45,47,different_grid,none
2192,3,50,different_grid,none
2193,22,63,different_grid,none
2194,14,59,different_grid,none
2195,30,3,different_grid,none
2196,7,56,different_grid,none
2197,40,53,different_grid,none
2198,6,60,different_grid,none
2199,39,8,different_grid,none
2200,31,4,different_grid,none
2201,23,0,different_grid,none
2202,25,46,different_grid,none
2203,44,59,different_grid,none
2204,2,62,different_grid,none
2205,15,1,different_grid,none
2206,34,51,different_grid,none
2207,26,10,different_grid,none
2208,18,6,different_grid,none
2209,37,56,different_grid,none
2210,3,63,different_grid,none
2211,36,60,different_grid,none
2212,61,4,different_grid,none
2213,27,11,different_grid,none
2214,19,7,different_grid,none
2215,11,3,different_grid,none
2216,30,16,different_grid,none
2217,63,50,different_grid,none
2218,29,57,different_grid,none
2219,21,53,different_grid,none
2220,12,4,different_grid,none
2221,53,5,different_grid,none
2222,4,0,different_grid,none
2223,45,1,different_grid,none
2224,56,10,different_grid,none
2225,22,17,different_grid,none
2226,14,13,different_grid,none
2227,33,63,different_grid,none
2228,25,59,different_grid,none
2229,46,2,different_grid,none
2230,57,11,different_grid,none
2231,49,7,different_grid,none
2232,15,14,different_grid,none
2233,7,10,different_grid,none
2234,26,23,different_grid,none
2235,18,19,different_grid,none
2236,59,57,different_grid,none
2237,17,60,different_grid,none
2238,9,56,different_grid,none
2239,42,4,different_grid,none
2240,8,11,different_grid,none
2241,41,8,different_grid,none
2242,60,21,different_grid,none
2243,11,16,different_grid,none
2244,44,13,different_grid,none
2245,34,5,different_grid,none
2246,53,18,different_grid,none
2247,45,14,different_grid,none
2248,37,10,different_grid,none
2249,56,23,different_grid,none
2250,3,17,different_grid,none
2251,22,30,different_grid,none
2252,14,26,different_grid,none
2253,38,11,different_grid,none
2254,7,23,different_grid,none
2255,48,24,different_grid,none
2256,40,20,different_grid,none
2257,6,27,different_grid,none
2258,41,21,different_grid,none
2259,60,34,different_grid,none
2260,33,17,different_grid,none
2261,25,13,different_grid,none
2262,44,26,different_grid,none
2263,10,33,different_grid,none
2264,2,29,different_grid,none
2265,34,18,different_grid,none
2266,37,23,different_grid,none
2267,3,30,different_grid,none
2268,36,27,different_grid,none
2269,55,40,different_grid,none
2270,47,36,different_grid,none
2271,63,17,different_grid,none
2272,29,24,different_grid,none
2273,48,37,different_grid,none
2274,21,20,different_grid,none
2275,40,33,different_grid,none
2276,6,40,different_grid,none
2277,33,30,different_grid,none
2278,25,26,different_grid,none
2279,32,34,different_grid,none
2280,51,47,different_grid,none
2281,2,42,different_grid,none
2282,35,39,different_grid,none
2283,59,24,different_grid,none
2284,36,40,different_grid,none
2285,9,23,different_grid,none
2286,55,53,different_grid,none
2287,28,36,different_grid,none
2288,47,49,different_grid,none
2289,63,30,different_grid,none
2290,29,37,different_grid,none
2291,21,33,different_grid,none
2292,62,34,different_grid,none
2293,31,46,different_grid,none
2294,13,34,different_grid,none
2295,32,47,different_grid,none
2296,51,60,different_grid,none
2297,24,43,different_grid,none
2298,43,56,different_grid,none
2299,16,39,different_grid,none
2300,1,59,different_grid,none
2301,59,37,different_grid,none
2302,17,40,different_grid,none
2303,58,41,different_grid,none
2304,9,36,different_grid,none
2305,28,49,different_grid,none
2306,61,46,different_grid,none
2307,60,1,different_grid,none
2308,10,0,different_grid,none
2309,62,47,different_grid,none
2310,20,50,different_grid,none
2311,39,63,different_grid,none
2312,12,46,different_grid,none
2313,31,59,different_grid,none
2314,4,42,different_grid,none
2315,23,55,different_grid,none
2316,14,6,different_grid,none
2317,55,7,different_grid,none
2318,47,3,different_grid,none
2319,13,47,different_grid,none
2320,24,56,different_grid,none
2321,57,53,different_grid,none
2322,48,4,different_grid,none
2323,40,0,different_grid,none
2324,61,59,different_grid,none
2325,8,53,different_grid,none
2326,0,49,different_grid,none
2327,19,62,different_grid,none
2328,11,58,different_grid,none
2329,44,6,different_grid,none
2330,10,13,different_grid,none
2331,51,14,different_grid,none
2332,2,9,different_grid,none
2333,43,10,different_grid,none
2334,20,63,different_grid,none
2335,12,59,different_grid,none
2336,53,60,different_grid,none
2337,4,55,different_grid,none
2338,36,7,different_grid,none
2339,55,20,different_grid,none
2340,28,3,different_grid,none
2341,47,16,different_grid,none
2342,5,19,different_grid,none
2343,46,57,different_grid,none
2344,38,53,different_grid,none
2345,49,62,different_grid,none
2346,29,4,different_grid,none
2347,21,0,different_grid,none
2348,40,13,different_grid,none
2349,6,20,different_grid,none
2350,39,17,different_grid,none
2351,50,63,different_grid,none
2352,42,59,different_grid,none
2353,0,62,different_grid,none
2354,13,1,different_grid,none
2355,32,14,different_grid,none
2356,51,27,different_grid,none
2357,24,10,different_grid,none
2358,43,23,different_grid,none
2359,16,6,different_grid,none
2360,35,19,different_grid,none
2361,1,26,different_grid,none
2362,34,60,different_grid,none
2363,59,4,different_grid,none
2364,17,7,different_grid,none
2365,36,20,different_grid,none
2366,9,3,different_grid,none
2367,28,16,different_grid,none
2368,5,32,different_grid,none
2369,62,14,different_grid,none
2370,20,17,different_grid,none
2371,39,30,different_grid,none
2372,12,13,different_grid,none
2373,31,26,different_grid,none
2374,23,22,different_grid,none
2375,13,14,different_grid,none
2376,32,27,different_grid,none
2377,24,23,different_grid,none
2378,16,19,different_grid,none
2379,35,32,different_grid,none
2380,1,39,different_grid,none
2381,58,21,different_grid,none
2382,9,16,different_grid,none
2383,50,17,different_grid,none
2384,42,13,different_grid,none
2385,61,26,different_grid,none
2386,8,20,different_grid,none
2387,27,33,different_grid,none
2388,11,25,different_grid,none
2389,30,38,different_grid,none
2390,20,30,different_grid,none
2391,12,26,different_grid,none
2392,31,39,different_grid,none
2393,4,22,different_grid,none
2394,23,35,different_grid,none
2395,46,24,different_grid,none
2396,38,20,different_grid,none
2397,57,33,different_grid,none
2398,49,29,different_grid,none
2399,15,36,different_grid,none
2400,7,32,different_grid,none
2401,26,45,different_grid,none
2402,18,41,different_grid,none
2403,58,34,different_grid,none
2404,50,30,different_grid,none
2405,42,26,different_grid,none
2406,61,39,different_grid,none
2407,8,33,different_grid,none
2408,27,46,different_grid,none
2409,0,29,different_grid,none
2410,19,42,different_grid,none
2411,60,43,different_grid,none
2412,11,38,different_grid,none
2413,30,51,different_grid,none
2414,34,27,different_grid,none
2415,53,40,different_grid,none
2416,4,35,different_grid,none
2417,45,36,different_grid,none
2418,37,32,different_grid,none
2419,56,45,different_grid,none
2420,3,39,different_grid,none
2421,14,48,different_grid,none
2422,46,37,different_grid,none
2423,38,33,different_grid,none
2424,57,46,different_grid,none
2425,49,42,different_grid,none
2426,15,49,different_grid,none
2427,7,45,different_grid,none
2428,26,58,different_grid,none
2429,0,42,different_grid,none
2430,41,43,different_grid,none
2431,60,56,different_grid,none
2432,33,39,different_grid,none
2433,10,55,different_grid,none
2434,2,51,different_grid,none
2435,34,40,different_grid,none
2436,45,49,different_grid,none
2437,37,45,different_grid,none
2438,56,58,different_grid,none
2439,14,61,different_grid,none
2440,55,62,different_grid,none
2441,27,0,different_grid,none
2442,30,5,different_grid,none
2443,63,39,different_grid,none
2444,29,46,different_grid,none
2445,40,55,different_grid,none
2446,6,62,different_grid,none
2447,31,6,different_grid,none
2448,23,2,different_grid,none
2449,41,56,different_grid,none
2450,25,48,different_grid,none
2451,44,61,different_grid,none
2452,57,0,different_grid,none
2453,15,3,different_grid,none
2454,26,12,different_grid,none
2455,18,8,different_grid,none
2456,59,46,different_grid,none
2457,58,1,different_grid,none
2458,36,62,different_grid,none
2459,28,58,different_grid,none
2460,61,6,different_grid,none
2461,8,0,different_grid,none
2462,27,13,different_grid,none
2463,19,9,different_grid,none
2464,60,10,different_grid,none
2465,11,5,different_grid,none
2466,30,18,different_grid,none
2467,29,59,different_grid,none
2468,21,55,different_grid,none
2469,53,7,different_grid,none
2470,4,2,different_grid,none
2471,45,3,different_grid,none
2472,56,12,different_grid,none
2473,3,6,different_grid,none
2474,22,19,different_grid,none
2475,14,15,different_grid,none
2476,25,61,different_grid,none
2477,46,4,different_grid,none
2478,38,0,different_grid,none
2479,57,13,different_grid,none
2480,49,9,different_grid,none
2481,15,16,different_grid,none
2482,7,12,different_grid,none
2483,26,25,different_grid,none
2484,18,21,different_grid,none
2485,17,62,different_grid,none
2486,9,58,different_grid,none
2487,0,9,different_grid,none
2488,41,10,different_grid,none
2489,60,23,different_grid,none
2490,33,6,different_grid,none
2491,44,15,different_grid,none
2492,10,22,different_grid,none
2493,34,7,different_grid,none
2494,53,20,different_grid,none
2495,45,16,different_grid,none
2496,37,12,different_grid,none
2497,56,25,different_grid,none
2498,3,19,different_grid,none
2499,22,32,different_grid,none
2500,14,28,different_grid,none
2501,55,29,different_grid,none
2502,63,6,different_grid,none
2503,29,13,different_grid,none
2504,48,26,different_grid,none
2505,40,22,different_grid,none
2506,6,29,different_grid,none
2507,41,23,different_grid,none
2508,33,19,different_grid,none
2509,25,15,different_grid,none
2510,44,28,different_grid,none
2511,10,35,different_grid,none
2512,2,31,different_grid,none
2513,59,13,different_grid,none
2514,36,29,different_grid,none
2515,55,42,different_grid,none
2516,28,25,different_grid,none
2517,47,38,different_grid,none
2518,5,41,different_grid,none
2519,63,19,different_grid,none
2520,29,26,different_grid,none
2521,48,39,different_grid,none
2522,21,22,different_grid,none
2523,40,35,different_grid,none
2524,6,42,different_grid,none
2525,25,28,different_grid,none
2526,32,36,different_grid,none
2527,51,49,different_grid,none
2528,24,32,different_grid,none
2529,43,45,different_grid,none
2530,35,41,different_grid,none
2531,1,48,different_grid,none
2532,59,26,different_grid,none
2533,17,29,different_grid,none
2534,36,42,different_grid,none
2535,9,25,different_grid,none
2536,28,38,different_grid,none
2537,47,51,different_grid,none
2538,21,35,different_grid,none
2539,62,36,different_grid,none
2540,20,39,different_grid,none
2541,31,48,different_grid,none
2542,13,36,different_grid,none
2543,32,49,different_grid,none
2544,24,45,different_grid,none
2545,43,58,different_grid,none
2546,16,41,different_grid,none
2547,1,61,different_grid,none
2548,17,42,different_grid,none
2549,58,43,different_grid,none
2550,9,38,different_grid,none
2551,50,39,different_grid,none
2552,61,48,different_grid,none
2553,27,55,different_grid,none
2554,60,3,different_grid,none
2555,30,60,different_grid,none
2556,10,2,different_grid,none
2557,62,49,different_grid,none
2558,31,61,different_grid,none
2559,4,44,different_grid,none
2560,23,57,different_grid,none
2561,55,9,different_grid,none
2562,47,5,different_grid,none
2563,13,49,different_grid,none
2564,5,8,different_grid,none
2565,57,55,different_grid,none
2566,49,51,different_grid,none
2567,48,6,different_grid,none
2568,40,2,different_grid,none
2569,6,9,different_grid,none
2570,58,56,different_grid,none
2571,42,48,different_grid,none
2572,8,55,different_grid,none
2573,0,51,different_grid,none
2574,11,60,different_grid,none
2575,32,3,different_grid,none
2576,51,16,different_grid,none
2577,2,11,different_grid,none
2578,43,12,different_grid,none
2579,35,8,different_grid,none
2580,1,15,different_grid,none
2581,12,61,different_grid,none
2582,53,62,different_grid,none
2583,4,57,different_grid,none
2584,36,9,different_grid,none
2585,55,22,different_grid,none
2586,28,5,different_grid,none
2587,47,18,different_grid,none
2588,5,21,different_grid,none
2589,46,59,different_grid,none
2590,38,55,different_grid,none
2591,29,6,different_grid,none
2592,21,2,different_grid,none
2593,62,3,different_grid,none
2594,39,19,different_grid,none
2595,31,15,different_grid,none
2596,13,3,different_grid,none
2597,32,16,different_grid,none
2598,51,29,different_grid,none
2599,24,12,different_grid,none
2600,43,25,different_grid,none
2601,16,8,different_grid,none
2602,35,21,different_grid,none
2603,1,28,different_grid,none
2604,34,62,different_grid,none
2605,17,9,different_grid,none
2606,58,10,different_grid,none
2607,9,5,different_grid,none
2608,28,18,different_grid,none
2609,61,15,different_grid,none
2610,27,22,different_grid,none
2611,30,27,different_grid,none
2612,62,16,different_grid,none
2613,20,19,different_grid,none
2614,39,32,different_grid,none
2615,12,15,different_grid,none
2616,31,28,different_grid,none
2617,4,11,different_grid,none
2618,23,24,different_grid,none
2619,13,16,different_grid,none
2620,24,25,different_grid,none
2621,16,21,different_grid,none
2622,57,22,different_grid,none
2623,26,34,different_grid,none
2624,58,23,different_grid,none
2625,50,19,different_grid,none
2626,42,15,different_grid,none
2627,61,28,different_grid,none
2628,8,22,different_grid,none
2629,27,35,different_grid,none
2630,0,18,different_grid,none
2631,19,31,different_grid,none
2632,11,27,different_grid,none
2633,30,40,different_grid,none
2634,20,32,different_grid,none
2635,12,28,different_grid,none
2636,53,29,different_grid,none
2637,4,24,different_grid,none
2638,23,37,different_grid,none
2639,56,34,different_grid,none
2640,22,41,different_grid,none
2641,46,26,different_grid,none
2642,38,22,different_grid,none
2643,57,35,different_grid,none
2644,49,31,different_grid,none
2645,7,34,different_grid,none
2646,26,47,different_grid,none
2647,18,43,different_grid,none
2648,50,32,different_grid,none
2649,42,28,different_grid,none
2650,8,35,different_grid,none
2651,0,31,different_grid,none
2652,19,44,different_grid,none
2653,60,45,different_grid,none
2654,11,40,different_grid,none
2655,34,29,different_grid,none
2656,53,42,different_grid,none
2657,45,38,different_grid,none
2658,37,34,different_grid,none
2659,56,47,different_grid,none
2660,3,41,different_grid,none
2661,46,39,different_grid,none
2662,38,35,different_grid,none
2663,49,44,different_grid,none
2664,15,51,different_grid,none
2665,7,47,different_grid,none
2666,18,56,different_grid,none
2667,41,45,different_grid,none
2668,60,58,different_grid,none
2669,33,41,different_grid,none
2670,25,37,different_grid,none
2671,44,50,different_grid,none
2672,10,57,different_grid,none
2673,2,53,different_grid,none
2674,34,42,different_grid,none
2675,45,51,different_grid,none
2676,37,47,different_grid,none
2677,14,63,different_grid,none
2678,47,60,different_grid,none
2679,27,2,different_grid,none
2680,30,7,different_grid,none
2681,63,41,different_grid,none
2682,29,48,different_grid,none
2683,48,61,different_grid,none
2684,21,44,different_grid,none
2685,40,57,different_grid,none
2686,23,4,different_grid,none
2687,56,1,different_grid,none
2688,41,58,different_grid,none
2689,25,50,different_grid,none
2690,44,63,different_grid,none
2691,57,2,different_grid,none
2692,15,5,different_grid,none
2693,7,1,different_grid,none
2694,26,14,different_grid,none
2695,18,10,different_grid,none
2696,59,48,different_grid,none
2697,17,51,different_grid,none
2698,28,60,different_grid,none
2699,8,2,different_grid,none
2700,19,11,different_grid,none
2701,60,12,different_grid,none
2702,11,7,different_grid,none
2703,29,61,different_grid,none
2704,21,57,different_grid,none
2705,53,9,different_grid,none
2706,45,5,different_grid,none
2707,37,1,different_grid,none
2708,56,14,different_grid,none
2709,3,8,different_grid,none
2710,22,21,different_grid,none
2711,14,17,different_grid,none
2712,13,58,different_grid,none
2713,46,6,different_grid,none
2714,38,2,different_grid,none
2715,16,63,different_grid,none
2716,49,11,different_grid,none
2717,15,18,different_grid,none
2718,7,14,different_grid,none
2719,48,15,different_grid,none
2720,18,23,different_grid,none
2721,9,60,different_grid,none
2722,41,12,different_grid,none
2723,60,25,different_grid,none
2724,33,8,different_grid,none
2725,25,4,different_grid,none
2726,44,17,different_grid,none
2727,10,24,different_grid,none
2728,2,20,different_grid,none
2729,34,9,different_grid,none
2730,45,18,different_grid,none
2731,37,14,different_grid,none
2732,3,21,different_grid,none
2733,14,30,different_grid,none
2734,55,31,different_grid,none
2735,63,8,different_grid,none
2736,29,15,different_grid,none
2737,48,28,different_grid,none
2738,21,11,different_grid,none
2739,40,24,different_grid,none
2740,6,31,different_grid,none
2741,41,25,different_grid,none
2742,33,21,different_grid,none
2743,25,17,different_grid,none
2744,44,30,different_grid,none
2745,10,37,different_grid,none
2746,51,38,different_grid,none
2747,2,33,different_grid,none
2748,59,15,different_grid,none
2749,17,18,different_grid,none
2750,36,31,different_grid,none
2751,55,44,different_grid,none
2752,28,27,different_grid,none
2753,47,40,different_grid,none
2754,5,43,different_grid,none
2755,63,21,different_grid,none
2756,29,28,different_grid,none
2757,21,24,different_grid,none
2758,40,37,different_grid,none
2759,6,44,different_grid,none
2760,13,25,different_grid,none
2761,32,38,different_grid,none
2762,24,34,different_grid,none
2763,43,47,different_grid,none
2764,35,43,different_grid,none
2765,1,50,different_grid,none
2766,59,28,different_grid,none
2767,17,31,different_grid,none
2768,36,44,different_grid,none
2769,9,27,different_grid,none
2770,28,40,different_grid,none
2771,5,56,different_grid,none
2772,62,38,different_grid,none
2773,20,41,different_grid,none
2774,31,50,different_grid,none
2775,23,46,different_grid,none
2776,22,1,different_grid,none
2777,13,38,different_grid,none
2778,32,51,different_grid,none
2779,24,47,different_grid,none
2780,16,43,different_grid,none
2781,35,56,different_grid,none
2782,1,63,different_grid,none
2783,58,45,different_grid,none
2784,9,40,different_grid,none
2785,50,41,different_grid,none
2786,42,37,different_grid,none
2787,61,50,different_grid,none
2788,27,57,different_grid,none
2789,19,53,different_grid,none
2790,30,62,different_grid,none
2791,10,4,different_grid,none
2792,51,5,different_grid,none
2793,2,0,different_grid,none
2794,62,51,different_grid,none
2795,12,50,different_grid,none
2796,31,63,different_grid,none
2797,4,46,different_grid,none
2798,23,59,different_grid,none
2799,55,11,different_grid,none
2800,47,7,different_grid,none
2801,5,10,different_grid,none
2802,46,48,different_grid,none
2803,38,44,different_grid,none
2804,49,53,different_grid,none
2805,15,60,different_grid,none
2806,48,8,different_grid,none
2807,40,4,different_grid,none
2808,6,11,different_grid,none
2809,42,50,different_grid,none
2810,61,63,different_grid,none
2811,8,57,different_grid,none
2812,0,53,different_grid,none
2813,11,62,different_grid,none
2814,32,5,different_grid,none
2815,51,18,different_grid,none
2816,24,1,different_grid,none
2817,43,14,different_grid,none
2818,35,10,different_grid,none
2819,1,17,different_grid,none
2820,4,59,different_grid,none
2821,45,60,different_grid,none
2822,36,11,different_grid,none
2823,28,7,different_grid,none
2824,47,20,different_grid,none
2825,5,23,different_grid,none
2826,38,57,different_grid,none
2827,21,4,different_grid,none
2828,62,5,different_grid,none
2829,20,8,different_grid,none
2830,39,21,different_grid,none
2831,31,17,different_grid,none
2832,23,13,different_grid,none
2833,13,5,different_grid,none
2834,32,18,different_grid,none
2835,24,14,different_grid,none
2836,43,27,different_grid,none
2837,16,10,different_grid,none
2838,35,23,different_grid,none
2839,1,30,different_grid,none
2840,17,11,different_grid,none
2841,58,12,different_grid,none
2842,9,7,different_grid,none
2843,50,8,different_grid,none
2844,61,17,different_grid,none
2845,27,24,different_grid,none
2846,19,20,different_grid,none
2847,30,29,different_grid,none
2848,62,18,different_grid,none
2849,20,21,different_grid,none
2850,39,34,different_grid,none
2851,12,17,different_grid,none
2852,31,30,different_grid,none
2853,4,13,different_grid,none
2854,23,26,different_grid,none
2855,13,18,different_grid,none
2856,46,15,different_grid,none
2857,16,23,different_grid,none
2858,57,24,different_grid,none
2859,49,20,different_grid,none
2860,15,27,different_grid,none
2861,26,36,different_grid,none
2862,18,32,different_grid,none
2863,58,25,different_grid,none
2864,50,21,different_grid,none
2865,42,17,different_grid,none
2866,61,30,different_grid,none
2867,8,24,different_grid,none
2868,27,37,different_grid,none
2869,0,20,different_grid,none
2870,19,33,different_grid,none
2871,11,29,different_grid,none
2872,30,42,different_grid,none
2873,12,30,different_grid,none
2874,53,31,different_grid,none
2875,4,26,different_grid,none
2876,45,27,different_grid,none
2877,56,36,different_grid,none
2878,22,43,different_grid,none
2879,14,39,different_grid,none
2880,46,28,different_grid,none
2881,38,24,different_grid,none
2882,57,37,different_grid,none
2883,49,33,different_grid,none
2884,15,40,different_grid,none
2885,7,36,different_grid,none
2886,26,49,different_grid,none
2887,18,45,different_grid,none
2888,42,30,different_grid,none
2889,8,37,different_grid,none
2890,0,33,different_grid,none
2891,41,34,different_grid,none
2892,60,47,different_grid,none
2893,11,42,different_grid,none
2894,44,39,different_grid,none
2895,10,46,different_grid,none
2896,34,31,different_grid,none
2897,53,44,different_grid,none
2898,45,40,different_grid,none
2899,37,36,different_grid,none
2900,56,49,different_grid,none
2901,3,43,different_grid,none
2902,22,56,different_grid,none
2903,38,37,different_grid,none
2904,7,49,different_grid,none
2905,48,50,different_grid,none
2906,40,46,different_grid,none
2907,6,53,different_grid,none
2908,39,1,different_grid,none
2909,41,47,different_grid,none
2910,25,39,different_grid,none
2911,10,59,different_grid,none
2912,2,55,different_grid,none
2913,34,44,different_grid,none
2914,26,3,different_grid,none
2915,37,49,different_grid,none
2916,3,56,different_grid,none
2917,36,53,different_grid,none
2918,47,62,different_grid,none
2919,27,4,different_grid,none
2920,19,0,different_grid,none
2921,30,9,different_grid,none
2922,63,43,different_grid,none
2923,29,50,different_grid,none
2924,48,63,different_grid,none
2925,21,46,different_grid,none
2926,40,59,different_grid,none
2927,56,3,different_grid,none
2928,22,10,different_grid,none
2929,33,56,different_grid,none
2930,32,60,different_grid,none
2931,57,4,different_grid,none
2932,49,0,different_grid,none
2933,15,7,different_grid,none
2934,7,3,different_grid,none
2935,26,16,different_grid,none
2936,18,12,different_grid,none
2937,59,50,different_grid,none
2938,17,53,different_grid,none
2939,9,49,different_grid,none
2940,28,62,different_grid,none
2941,8,4,different_grid,none
2942,41,1,different_grid,none
2943,60,14,different_grid,none
2944,11,9,different_grid,none
2945,63,56,different_grid,none
2946,29,63,different_grid,none
2947,21,59,different_grid,none
2948,62,60,different_grid,none
2949,53,11,different_grid,none
2950,45,7,different_grid,none
2951,37,3,different_grid,none
2952,56,16,different_grid,none
2953,3,10,different_grid,none
2954,22,23,different_grid,none
2955,14,19,different_grid,none
2956,13,60,different_grid,none
2957,38,4,different_grid,none
2958,7,16,different_grid,none
2959,48,17,different_grid,none
2960,59,63,different_grid,none
2961,9,62,different_grid,none
2962,41,14,different_grid,none
2963,60,27,different_grid,none
2964,33,10,different_grid,none
2965,25,6,different_grid,none
2966,44,19,different_grid,none
2967,10,26,different_grid,none
2968,2,22,different_grid,none
2969,34,11,different_grid,none
2970,37,16,different_grid,none
2971,3,23,different_grid,none
2972,14,32,different_grid,none
2973,55,33,different_grid,none
2974,47,29,different_grid,none
2975,63,10,different_grid,none
2976,29,17,different_grid,none
2977,48,30,different_grid,none
2978,21,13,different_grid,none
2979,40,26,different_grid,none
2980,6,33,different_grid,none
2981,33,23,different_grid,none
2982,25,19,different_grid,none
2983,10,39,different_grid,none
2984,51,40,different_grid,none
2985,2,35,different_grid,none
2986,43,36,different_grid,none
2987,59,17,different_grid,none
2988,17,20,different_grid,none
2989,36,33,different_grid,none
2990,55,46,different_grid,none
2991,28,29,different_grid,none
2992,47,42,different_grid,none
2993,5,45,different_grid,none
2994,63,23,different_grid,none
2995,29,30,different_grid,none
2996,21,26,different_grid,none
2997,62,27,different_grid,none
2998,6,46,different_grid,none
2999,39,43,different_grid,none
3000,13,27,different_grid,none
3001,32,40,different_grid,none
3002,51,53,different_grid,none
3003,24,36,different_grid,none
3004,43,49,different_grid,none
3005,16,32,different_grid,none
3006,35,45,different_grid,none
3007,59,30,different_grid,none
3008,17,33,different_grid,none
3009,9,29,different_grid,none
3010,28,42,different_grid,none
3011,5,58,different_grid,none
3012,62,40,different_grid,none
3013,20,43,different_grid,none
3014,39,56,different_grid,none
3015,12,39,different_grid,none
3016,23,48,different_grid,none
3017,55,0,different_grid,none
3018,13,40,different_grid,none
3019,24,49,different_grid,none
3020,16,45,different_grid,none
3021,35,58,different_grid,none
3022,6,0,different_grid,none
3023,58,47,different_grid,none
3024,50,43,different_grid,none
3025,42,39,different_grid,none
3026,8,46,different_grid,none
3027,27,59,different_grid,none
3028,19,55,different_grid,none
3029,11,51,different_grid,none
3030,10,6,different_grid,none
3031,51,7,different_grid,none
3032,43,3,different_grid,none
3033,20,56,different_grid,none
3034,4,48,different_grid,none
3035,23,61,different_grid,none
3036,36,0,different_grid,none
3037,55,13,different_grid,none
3038,47,9,different_grid,none
3039,5,12,different_grid,none
3040,46,50,different_grid,none
3041,38,46,different_grid,none
3042,57,59,different_grid,none
3043,15,62,different_grid,none
3044,7,58,different_grid,none
3045,40,6,different_grid,none
3046,6,13,different_grid,none
3047,39,10,different_grid,none
3048,50,56,different_grid,none
3049,8,59,different_grid,none
3050,0,55,different_grid,none
3051,32,7,different_grid,none
3052,51,20,different_grid,none
3053,24,3,different_grid,none
3054,43,16,different_grid,none
3055,35,12,different_grid,none
3056,1,19,different_grid,none
3057,34,53,different_grid,none
3058,4,61,different_grid,none
3059,37,58,different_grid,none
3060,17,0,different_grid,none
3061,36,13,different_grid,none
3062,28,9,different_grid,none
3063,5,25,different_grid,none
3064,46,63,different_grid,none
3065,38,59,different_grid,none
3066,62,7,different_grid,none
3067,20,10,different_grid,none
3068,39,23,different_grid,none
3069,12,6,different_grid,none
3070,31,19,different_grid,none
3071,23,15,different_grid,none
3072,13,7,different_grid,none
